-0.20784,0.015686,-0.49804,-0.49804
-0.20392,0.047059,-0.49804,-0.49804
-0.19608,0.070588,-0.49804,-0.49804
-0.18824,0.094118,-0.49804,-0.49804
-0.17255,0.11373,-0.49804,-0.49804
-0.16078,0.13333,-0.49804,-0.49804
-0.1451,0.14902,-0.49804,-0.49804
-0.12549,0.16471,-0.49804,-0.49804
-0.10588,0.17647,-0.49804,-0.49804
-0.086275,0.18824,-0.49804,-0.49804
-0.066667,0.19608,-0.49804,-0.49804
-0.023529,0.20392,-0.49804,-0.49804
0,0.19216,-0.49804,-0.49804
0,0.20392,-0.49804,-0.49804
0.031373,0.2,-0.49804,-0.49804
0.054902,0.19216,-0.49804,-0.49804
0.078431,0.18431,-0.49804,-0.49804
0.098039,0.17255,-0.49804,-0.49804
0.11765,0.15686,-0.49804,-0.49804
0.12941,0.14118,-0.49804,-0.49804
0.14902,0.12941,-0.49804,-0.49804
0.16471,0.10588,-0.49804,-0.49804
0.17647,0.086275,-0.49804,-0.49804
0.18431,0.062745,-0.49804,-0.49804
0.18824,0.043137,-0.49804,-0.49804
0.19608,0.0078431,-0.49804,-0.49804
0.19608,-0.0078431,-0.49804,-0.49804
0.19608,-0.031373,-0.49804,-0.49804
0.19216,-0.054902,-0.49804,-0.49804
0.18431,-0.078431,-0.49804,-0.49804
0.17255,-0.10196,-0.49804,-0.49804
0.16471,-0.12157,-0.49804,-0.49804
0.14902,-0.14118,-0.49804,-0.49804
0.13333,-0.16078,-0.49804,-0.49804
0.11373,-0.17255,-0.49804,-0.49804
0.094118,-0.18431,-0.49804,-0.49804
0.094118,-0.19216,-0.49804,-0.49804
0.066667,-0.21569,-0.49804,-0.49804
0.015686,-0.20392,-0.49804,-0.49804
0,-0.20784,-0.49804,-0.49804
-0.019608,-0.20784,-0.49804,-0.49804
-0.035294,-0.20784,-0.49804,-0.49804
-0.07451,-0.2,-0.49804,-0.49804
-0.086275,-0.19216,-0.49804,-0.49804
-0.1098,-0.17647,-0.49804,-0.49804
-0.12941,-0.16471,-0.49804,-0.49804
-0.14902,-0.1451,-0.49804,-0.49804
-0.16471,-0.12941,-0.49804,-0.49804
-0.17647,-0.1098,-0.49804,-0.49804
-0.19216,-0.086275,-0.49804,-0.49804
-0.2,-0.07451,-0.49804,-0.49804
-0.20392,-0.043137,-0.49804,-0.49804
-0.20784,-0.019608,-0.49804,-0.49804
-0.21176,0.0039216,-0.49804,-0.49804
-0.20784,0.027451,-0.49804,-0.49804
-0.20392,0.054902,-0.49804,-0.49804
-0.19608,0.078431,-0.49804,-0.49804
-0.18824,0.090196,-0.49804,-0.49804
-0.17647,0.11765,-0.49804,-0.49804
-0.16078,0.13725,-0.49804,-0.49804
-0.14118,0.15294,-0.49804,-0.49804
-0.10196,0.17255,-0.49804,-0.49804
-0.086275,0.17255,-0.49804,-0.49804
-0.086275,0.19216,-0.49804,-0.49804
-0.058824,0.19608,-0.49804,-0.49804
-0.035294,0.2,-0.49804,-0.49804
-0.0078431,0.20392,-0.49804,-0.49804
0.011765,0.2,-0.49804,-0.49804
0.035294,0.2,-0.49804,-0.49804
0.070588,0.18824,-0.49804,-0.49804
0.082353,0.18039,-0.49804,-0.49804
0.10196,0.16863,-0.49804,-0.49804
0.12157,0.15686,-0.49804,-0.49804
0.14118,0.13725,-0.49804,-0.49804
0.15294,0.12941,-0.49804,-0.49804
0.16863,0.098039,-0.49804,-0.49804
0.18039,0.078431,-0.49804,-0.49804
0.18824,0.058824,-0.49804,-0.49804
0.19608,0.035294,-0.49804,-0.49804
0.2,0.011765,-0.49804,-0.49804
0.2,-0.011765,-0.49804,-0.49804
0.19608,-0.035294,-0.49804,-0.49804
0.19216,-0.062745,-0.49804,-0.49804
0.18431,-0.082353,-0.49804,-0.49804
0.17255,-0.10196,-0.49804,-0.49804
0.16471,-0.12549,-0.49804,-0.49804
0.16471,-0.13725,-0.49804,-0.49804
0.14118,-0.16471,-0.49804,-0.49804
0.11373,-0.17255,-0.49804,-0.49804
0.090196,-0.18431,-0.49804,-0.49804
0.066667,-0.19608,-0.49804,-0.49804
0.043137,-0.20392,-0.49804,-0.49804
0.031373,-0.20784,-0.49804,-0.49804
-0.0039216,-0.20784,-0.49804,-0.49804
-0.023529,-0.20784,-0.49804,-0.49804
-0.05098,-0.20392,-0.49804,-0.49804
-0.070588,-0.19608,-0.49804,-0.49804
-0.094118,-0.18824,-0.49804,-0.49804
-0.11373,-0.17647,-0.49804,-0.49804
-0.13725,-0.15686,-0.49804,-0.49804
-0.15294,-0.14118,-0.49804,-0.49804
-0.16471,-0.12549,-0.49804,-0.49804
-0.18039,-0.10588,-0.49804,-0.49804
-0.19216,-0.086275,-0.49804,-0.49804
-0.2,-0.062745,-0.49804,-0.49804
-0.20784,-0.039216,-0.49804,-0.49804
-0.20784,-0.011765,-0.49804,-0.49804
-0.21176,0.011765,-0.49804,-0.49804
-0.20784,0.035294,-0.49804,-0.49804
-0.2,0.054902,-0.49804,-0.49804
-0.19608,0.078431,-0.49804,-0.49804
-0.16863,0.11373,-0.49804,-0.49804
-0.16078,0.11765,-0.49804,-0.49804
-0.15294,0.14118,-0.49804,-0.49804
-0.14118,0.15686,-0.49804,-0.49804
-0.11765,0.16863,-0.49804,-0.49804
-0.098039,0.18039,-0.49804,-0.49804
-0.078431,0.19216,-0.49804,-0.49804
-0.054902,0.19608,-0.49804,-0.49804
-0.031373,0.20392,-0.49804,-0.49804
-0.0039216,0.21569,-0.49804,-0.49804
0.015686,0.2,-0.49804,-0.49804
0.039216,0.19608,-0.49804,-0.49804
0.062745,0.18824,-0.49804,-0.49804
0.098039,0.20392,-0.49804,-0.49804
0.11373,0.16471,-0.49804,-0.49804
0.13333,0.15686,-0.49804,-0.49804
0.14118,0.13333,-0.49804,-0.49804
0.16078,0.11765,-0.49804,-0.49804
0.16863,0.094118,-0.49804,-0.49804
0.18039,0.07451,-0.49804,-0.49804
0.18824,0.05098,-0.49804,-0.49804
0.19216,0.027451,-0.49804,-0.49804
0.19608,0,-0.49804,-0.49804
0.19608,-0.023529,-0.49804,-0.49804
0.20784,-0.047059,-0.49804,-0.49804
0.18039,-0.066667,-0.49804,-0.49804
0.19216,-0.082353,-0.49804,-0.49804
0.17647,-0.11373,-0.49804,-0.49804
0.16471,-0.12941,-0.49804,-0.49804
0.14118,-0.14902,-0.49804,-0.49804
0.12549,-0.16863,-0.49804,-0.49804
0.10196,-0.18039,-0.49804,-0.49804
0.086275,-0.19216,-0.49804,-0.49804
0.062745,-0.2,-0.49804,-0.49804
0.039216,-0.20784,-0.49804,-0.49804
0.015686,-0.21176,-0.49804,-0.49804
-0.0078431,-0.20784,-0.49804,-0.49804
-0.035294,-0.21176,-0.49804,-0.49804
-0.054902,-0.20392,-0.49804,-0.49804
-0.066667,-0.18431,-0.49804,-0.49804
-0.094118,-0.18431,-0.49804,-0.49804
-0.1098,-0.16863,-0.49804,-0.49804
-0.13725,-0.16078,-0.49804,-0.49804
-0.15686,-0.14118,-0.49804,-0.49804
-0.16863,-0.12157,-0.49804,-0.49804
-0.18431,-0.10196,-0.49804,-0.49804
-0.19216,-0.082353,-0.49804,-0.49804
-0.18824,-0.054902,-0.49804,-0.49804
-0.20784,-0.031373,-0.49804,-0.49804
-0.21176,-0.0078431,-0.49804,-0.49804
-0.20784,0.015686,-0.49804,-0.49804
-0.20392,0.039216,-0.49804,-0.49804
-0.19216,0.07451,-0.49804,-0.49804
-0.18824,0.086275,-0.49804,-0.49804
-0.17255,0.10588,-0.49804,-0.49804
-0.16863,0.12157,-0.49804,-0.49804
-0.15686,0.14118,-0.49804,-0.49804
-0.13725,0.15686,-0.49804,-0.49804
-0.11373,0.17255,-0.49804,-0.49804
-0.094118,0.18431,-0.49804,-0.49804
-0.070588,0.19216,-0.49804,-0.49804
-0.047059,0.2,-0.49804,-0.49804
-0.023529,0.2,-0.49804,-0.49804
-0.0039216,0.20392,-0.49804,-0.49804
0.019608,0.2,-0.49804,-0.49804
0.05098,0.20784,-0.49804,-0.49804
0.07451,0.18824,-0.49804,-0.49804
0.094118,0.18039,-0.49804,-0.49804
0.11373,0.16471,-0.49804,-0.49804
0.13333,0.15294,-0.49804,-0.49804
0.1451,0.13333,-0.49804,-0.49804
0.16078,0.11765,-0.49804,-0.49804
0.17255,0.094118,-0.49804,-0.49804
0.18431,0.07451,-0.49804,-0.49804
0.19216,0.047059,-0.49804,-0.49804
0.19216,0.027451,-0.49804,-0.49804
0.2,0,-0.49804,-0.49804
0.19608,-0.023529,-0.49804,-0.49804
0.20392,-0.035294,-0.49804,-0.49804
0.19216,-0.070588,-0.49804,-0.49804
0.18431,-0.090196,-0.49804,-0.49804
0.16863,-0.11373,-0.49804,-0.49804
0.15686,-0.13333,-0.49804,-0.49804
0.14902,-0.15294,-0.49804,-0.49804
0.1098,-0.16471,-0.49804,-0.49804
0.10196,-0.18039,-0.49804,-0.49804
0.082353,-0.19216,-0.49804,-0.49804
0.054902,-0.2,-0.49804,-0.49804
-0.49804,-0.49804,-0.49804,-0.49804
